ID	TIPO	CHEGADA	TEMPO_ESPERA	TEMPO_SERVICO	SAIDA	PASSO	SERVIDOR
4497	REGULAR	4,57206	22,91138	0,00461	27,48805	AppServerRequest	AppServerRequest1
4497	REGULAR	27,48805	50996,58726	0,00568	51024,08100	AppServerResponse	AppServerResponse1
4498	REGULAR	4,57286	22,91519	0,00447	27,49252	AppServerRequest	AppServerRequest1
4498	REGULAR	27,49252	51019,50367	0,02243	51047,01863	AppServerResponse	AppServerResponse1
4499	REGULAR	4,57324	22,91929	0,00433	27,49686	AppServerRequest	AppServerRequest1
4499	REGULAR	27,49686	51042,44105	0,00781	51069,94572	AppServerResponse	AppServerResponse1
4500	REGULAR	4,57484	22,92202	0,00326	27,50011	AppServerRequest	AppServerRequest1
4500	REGULAR	27,50011	51065,36763	0,00794	51092,87569	AppServerResponse	AppServerResponse1
4501	COMPLEXA	4,57518	22,92494	0,00015	27,50027	AppServerRequest	AppServerRequest1
4501	COMPLEXA	27,50027	51088,30036	0,00485	51115,80548	AppServerResponse	AppServerResponse1
4502	REGULAR	4,57804	22,92223	0,00550	27,50577	AppServerRequest	AppServerRequest1
4502	REGULAR	27,50577	51111,22193	0,01270	51138,74040	AppServerResponse	AppServerResponse1
4503	SIMPLES	4,57897	22,92680	0,00058	27,50635	AppServerRequest	AppServerRequest1
4503	SIMPLES	27,50635	51134,16085	0,00106	51161,66826	AppServerResponse	AppServerResponse1
4504	SIMPLES	4,57937	22,92698	0,00072	27,50707	AppServerRequest	AppServerRequest1
4504	SIMPLES	27,50707	51157,08817	0,00159	51184,59684	AppServerResponse	AppServerResponse1
4505	SIMPLES	4,57947	22,92760	0,00330	27,51037	AppServerRequest	AppServerRequest1
4505	SIMPLES	27,51037	51180,01407	0,00473	51207,52917	AppServerResponse	AppServerResponse1
4506	SIMPLES	4,58070	22,92967	0,00066	27,51103	AppServerRequest	AppServerRequest1
4506	SIMPLES	27,51103	51202,94780	0,00126	51230,46010	AppServerResponse	AppServerResponse1
4507	SIMPLES	4,58288	22,92816	0,00255	27,51358	AppServerRequest	AppServerRequest1
4507	SIMPLES	27,51358	51225,87467	0,00456	51253,39281	AppServerResponse	AppServerResponse1
4508	REGULAR	4,58336	22,93022	0,01153	27,52510	AppServerRequest	AppServerRequest1
4508	REGULAR	27,52510	51248,79793	0,01991	51276,34295	AppServerResponse	AppServerResponse1
4509	REGULAR	4,58545	22,93966	0,00175	27,52685	AppServerRequest	AppServerRequest1
4509	REGULAR	27,52685	51271,75575	0,04091	51299,32351	AppServerResponse	AppServerResponse1
4510	REGULAR	4,58679	22,94006	0,00236	27,52922	AppServerRequest	AppServerRequest1
4510	REGULAR	27,52922	51294,73436	0,01021	51322,27379	AppServerResponse	AppServerResponse1
4511	SIMPLES	4,58711	22,94211	0,00051	27,52973	AppServerRequest	AppServerRequest1
4511	SIMPLES	27,52973	51317,68617	0,00229	51345,21818	AppServerResponse	AppServerResponse1
4512	REGULAR	4,58749	22,94223	0,00261	27,53234	AppServerRequest	AppServerRequest1
4512	REGULAR	27,53234	51340,62808	0,02793	51368,18835	AppServerResponse	AppServerResponse1
4513	COMPLEXA	4,58845	22,94389	0,00626	27,53860	AppServerRequest	AppServerRequest1
4513	COMPLEXA	27,53860	51363,59364	0,01456	51391,14680	AppServerResponse	AppServerResponse1
4514	REGULAR	4,59054	22,94806	0,01806	27,55667	AppServerRequest	AppServerRequest1
4514	REGULAR	27,55667	51386,53820	0,03447	51414,12933	AppServerResponse	AppServerResponse1
4515	REGULAR	4,59111	22,96556	0,00183	27,55850	AppServerRequest	AppServerRequest1
4515	REGULAR	27,55850	51409,53640	0,01352	51437,10842	AppServerResponse	AppServerResponse1
4516	REGULAR	4,59134	22,96715	0,01793	27,57643	AppServerRequest	AppServerRequest1
4516	REGULAR	27,57643	51432,49914	0,02833	51460,10389	AppServerResponse	AppServerResponse1
4517	SIMPLES	4,59166	22,98477	0,00055	27,57697	AppServerRequest	AppServerRequest1
4517	SIMPLES	27,57697	51455,51169	0,00173	51483,09039	AppServerResponse	AppServerResponse1
4518	COMPLEXA	4,59416	22,98281	0,00529	27,58227	AppServerRequest	AppServerRequest1
4518	COMPLEXA	27,58227	51478,49093	0,00640	51506,07961	AppServerResponse	AppServerResponse1
4519	SIMPLES	4,59436	22,98791	0,00030	27,58257	AppServerRequest	AppServerRequest1
4519	SIMPLES	27,58257	51501,48495	0,01096	51529,07848	AppServerResponse	AppServerResponse1
4520	SIMPLES	4,59447	22,98810	0,00034	27,58291	AppServerRequest	AppServerRequest1
4520	SIMPLES	27,58291	51524,48368	0,00237	51552,06896	AppServerResponse	AppServerResponse1
4521	REGULAR	4,59555	22,98736	0,01165	27,59455	AppServerRequest	AppServerRequest1
4521	REGULAR	27,59455	51547,46176	0,04170	51575,09802	AppServerResponse	AppServerResponse1
4522	REGULAR	4,59717	22,99738	0,00492	27,59947	AppServerRequest	AppServerRequest1
4522	REGULAR	27,59947	51570,49593	0,00645	51598,10185	AppServerResponse	AppServerResponse1
4523	REGULAR	4,59796	23,00151	0,01009	27,60956	AppServerRequest	AppServerRequest1
4523	REGULAR	27,60956	51593,49379	0,02259	51621,12594	AppServerResponse	AppServerResponse1
4524	REGULAR	4,59825	23,01132	0,00036	27,60993	AppServerRequest	AppServerRequest1
4524	REGULAR	27,60993	51616,52733	0,01112	51644,14838	AppServerResponse	AppServerResponse1
4525	REGULAR	4,59972	23,01021	0,00581	27,61574	AppServerRequest	AppServerRequest1
4525	REGULAR	27,61574	51639,54285	0,01775	51667,17633	AppServerResponse	AppServerResponse1
4526	REGULAR	4,60040	23,01534	0,00705	27,62279	AppServerRequest	AppServerRequest1
4526	REGULAR	27,62279	51662,56888	0,02693	51690,21860	AppServerResponse	AppServerResponse1
4527	REGULAR	4,60064	23,02215	0,00886	27,63165	AppServerRequest	AppServerRequest1
4527	REGULAR	27,63165	51685,60910	0,01407	51713,25481	AppServerResponse	AppServerResponse1
4528	REGULAR	4,60082	23,03083	0,02280	27,65446	AppServerRequest	AppServerRequest1
4528	REGULAR	27,65446	51708,63119	0,02332	51736,30897	AppServerResponse	AppServerResponse1
4529	SIMPLES	4,60373	23,05073	0,00013	27,65458	AppServerRequest	AppServerRequest1
4529	SIMPLES	27,65458	51731,70511	0,00206	51759,36176	AppServerResponse	AppServerResponse1
4530	REGULAR	4,60519	23,04940	0,00060	27,65519	AppServerRequest	AppServerRequest1
4530	REGULAR	27,65519	51754,75597	0,00977	51782,42092	AppServerResponse	AppServerResponse1
4531	SIMPLES	4,60690	23,04829	0,00306	27,65825	AppServerRequest	AppServerRequest1
4531	SIMPLES	27,65825	51777,81096	0,00339	51805,47259	AppServerResponse	AppServerResponse1
4532	SIMPLES	4,60734	23,05091	0,00198	27,66023	AppServerRequest	AppServerRequest1
4532	SIMPLES	27,66023	51800,86327	0,00436	51828,52786	AppServerResponse	AppServerResponse1
4533	REGULAR	4,60789	23,05234	0,00019	27,66042	AppServerRequest	AppServerRequest1
4533	REGULAR	27,66042	51823,91978	0,00546	51851,58566	AppServerResponse	AppServerResponse1
4534	COMPLEXA	4,60802	23,05240	0,00024	27,66066	AppServerRequest	AppServerRequest1
4534	COMPLEXA	27,66066	51846,97740	0,00976	51874,64781	AppServerResponse	AppServerResponse1
4535	REGULAR	4,60838	23,05228	0,00082	27,66148	AppServerRequest	AppServerRequest1
4535	REGULAR	27,66148	51870,03862	0,00689	51897,70699	AppServerResponse	AppServerResponse1
4536	SIMPLES	4,60854	23,05293	0,00144	27,66292	AppServerRequest	AppServerRequest1
4536	SIMPLES	27,66292	51893,09700	0,00153	51920,76145	AppServerResponse	AppServerResponse1
4537	REGULAR	4,60964	23,05329	0,00469	27,66761	AppServerRequest	AppServerRequest1
4537	REGULAR	27,66761	51916,14713	0,00534	51943,82008	AppServerResponse	AppServerResponse1
4538	SIMPLES	4,61213	23,05548	0,00104	27,66865	AppServerRequest	AppServerRequest1
4538	SIMPLES	27,66865	51939,20691	0,00164	51966,87719	AppServerResponse	AppServerResponse1
4539	SIMPLES	4,61257	23,05608	0,00558	27,67423	AppServerRequest	AppServerRequest1
4539	SIMPLES	27,67423	51962,25904	0,00685	51989,94013	AppServerResponse	AppServerResponse1
4540	COMPLEXA	4,61292	23,06131	0,00053	27,67476	AppServerRequest	AppServerRequest1
4540	COMPLEXA	27,67476	51985,32668	0,00059	52013,00203	AppServerResponse	AppServerResponse1
4541	COMPLEXA	4,61299	23,06177	0,00613	27,68089	AppServerRequest	AppServerRequest1
4541	COMPLEXA	27,68089	52008,38290	0,00791	52036,07170	AppServerResponse	AppServerResponse1
4542	REGULAR	4,61414	23,06675	0,00105	27,68194	AppServerRequest	AppServerRequest1
4542	REGULAR	27,68194	52031,45651	0,00225	52059,14070	AppServerResponse	AppServerResponse1
4543	COMPLEXA	4,61472	23,06722	0,00025	27,68219	AppServerRequest	AppServerRequest1
4543	COMPLEXA	27,68219	52054,52573	0,00405	52082,21196	AppServerResponse	AppServerResponse1
4544	REGULAR	4,61486	23,06733	0,00462	27,68680	AppServerRequest	AppServerRequest1
4544	REGULAR	27,68680	52077,59249	0,01087	52105,29016	AppServerResponse	AppServerResponse1
4545	REGULAR	4,61571	23,07110	0,03040	27,71720	AppServerRequest	AppServerRequest1
4545	REGULAR	27,71720	52100,64406	0,03141	52128,39267	AppServerResponse	AppServerResponse1
4546	REGULAR	4,61604	23,10116	0,01069	27,72790	AppServerRequest	AppServerRequest1
4546	REGULAR	27,72790	52123,76594	0,01527	52151,50911	AppServerResponse	AppServerResponse1
4547	REGULAR	4,61878	23,10912	0,02416	27,75205	AppServerRequest	AppServerRequest1
4547	REGULAR	27,75205	52146,86617	0,05746	52174,67568	AppServerResponse	AppServerResponse1
4548	REGULAR	4,61922	23,13284	0,00072	27,75278	AppServerRequest	AppServerRequest1
4548	REGULAR	27,75278	52170,05574	0,01004	52197,81856	AppServerResponse	AppServerResponse1
4549	REGULAR	4,61966	23,13312	0,00949	27,76227	AppServerRequest	AppServerRequest1
4549	REGULAR	27,76227	52193,18942	0,01146	52220,96315	AppServerResponse	AppServerResponse1
4550	REGULAR	4,61982	23,14245	0,01725	27,77951	AppServerRequest	AppServerRequest1
4550	REGULAR	27,77951	52216,32608	0,01857	52244,12417	AppServerResponse	AppServerResponse1
4551	COMPLEXA	4,62098	23,15854	0,00004	27,77955	AppServerRequest	AppServerRequest1
4551	COMPLEXA	27,77955	52239,50315	0,00294	52267,28565	AppServerResponse	AppServerResponse1
4552	REGULAR	4,62365	23,15590	0,01365	27,79320	AppServerRequest	AppServerRequest1
4552	REGULAR	27,79320	52262,64835	0,01922	52290,46077	AppServerResponse	AppServerResponse1
4553	REGULAR	4,62434	23,16886	0,00223	27,79543	AppServerRequest	AppServerRequest1
4553	REGULAR	27,79543	52285,83419	0,02433	52313,65395	AppServerResponse	AppServerResponse1
4554	REGULAR	4,62472	23,17071	0,01484	27,81027	AppServerRequest	AppServerRequest1
4554	REGULAR	27,81027	52309,01439	0,03520	52336,85986	AppServerResponse	AppServerResponse1
4555	REGULAR	4,62584	23,18443	0,00168	27,81195	AppServerRequest	AppServerRequest1
4555	REGULAR	27,81195	52332,23234	0,00482	52360,04912	AppServerResponse	AppServerResponse1
4556	COMPLEXA	4,62600	23,18595	0,00127	27,81322	AppServerRequest	AppServerRequest1
4556	COMPLEXA	27,81322	52355,42184	0,00879	52383,24386	AppServerResponse	AppServerResponse1
4557	REGULAR	4,62614	23,18709	0,01301	27,82623	AppServerRequest	AppServerRequest1
4557	REGULAR	27,82623	52378,60472	0,02127	52406,45222	AppServerResponse	AppServerResponse1
4558	REGULAR	4,62794	23,19829	0,00644	27,83267	AppServerRequest	AppServerRequest1
4558	REGULAR	27,83267	52401,81783	0,00726	52429,65777	AppServerResponse	AppServerResponse1
4559	REGULAR	4,62849	23,20418	0,00054	27,83321	AppServerRequest	AppServerRequest1
4559	REGULAR	27,83321	52425,02874	0,01480	52452,87675	AppServerResponse	AppServerResponse1
4560	COMPLEXA	4,62998	23,20323	0,01386	27,84707	AppServerRequest	AppServerRequest1
4560	COMPLEXA	27,84707	52448,23291	0,01400	52476,09398	AppServerResponse	AppServerResponse1
4561	REGULAR	4,63024	23,21683	0,00133	27,84840	AppServerRequest	AppServerRequest1
4561	REGULAR	27,84840	52471,46241	0,00182	52499,31262	AppServerResponse	AppServerResponse1
4562	REGULAR	4,63277	23,21562	0,00455	27,85294	AppServerRequest	AppServerRequest1
4562	REGULAR	27,85294	52494,67531	0,00482	52522,53307	AppServerResponse	AppServerResponse1
4563	REGULAR	4,63546	23,21748	0,00080	27,85375	AppServerRequest	AppServerRequest1
4563	REGULAR	27,85375	52517,89680	0,00427	52545,75482	AppServerResponse	AppServerResponse1
4564	REGULAR	4,63662	23,21713	0,00023	27,85398	AppServerRequest	AppServerRequest1
4564	REGULAR	27,85398	52541,11797	0,00110	52568,97305	AppServerResponse	AppServerResponse1
4565	COMPLEXA	4,63749	23,21648	0,00864	27,86262	AppServerRequest	AppServerRequest1
4565	COMPLEXA	27,86262	52564,32692	0,00868	52592,19821	AppServerResponse	AppServerResponse1
4566	REGULAR	4,63761	23,22501	0,00056	27,86317	AppServerRequest	AppServerRequest1
4566	REGULAR	27,86317	52587,56005	0,00851	52615,43174	AppServerResponse	AppServerResponse1
4567	REGULAR	4,63861	23,22457	0,00189	27,86506	AppServerRequest	AppServerRequest1
4567	REGULAR	27,86506	52610,79124	0,00228	52638,65858	AppServerResponse	AppServerResponse1
4568	SIMPLES	4,63933	23,22574	0,00057	27,86564	AppServerRequest	AppServerRequest1
4568	SIMPLES	27,86564	52634,01868	0,00106	52661,88538	AppServerResponse	AppServerResponse1
4569	REGULAR	4,63940	23,22624	0,00716	27,87279	AppServerRequest	AppServerRequest1
4569	REGULAR	27,87279	52657,23882	0,00847	52685,12009	AppServerResponse	AppServerResponse1
4570	REGULAR	4,64254	23,23026	0,01118	27,88397	AppServerRequest	AppServerRequest1
4570	REGULAR	27,88397	52680,46637	0,02284	52708,37319	AppServerResponse	AppServerResponse1
4571	REGULAR	4,64274	23,24124	0,00180	27,88577	AppServerRequest	AppServerRequest1
4571	REGULAR	27,88577	52703,72865	0,00324	52731,61766	AppServerResponse	AppServerResponse1
4572	COMPLEXA	4,64295	23,24282	0,00103	27,88680	AppServerRequest	AppServerRequest1
4572	COMPLEXA	27,88680	52726,97368	0,00172	52754,86220	AppServerResponse	AppServerResponse1
4573	SIMPLES	4,64332	23,24348	0,00219	27,88900	AppServerRequest	AppServerRequest1
4573	SIMPLES	27,88900	52750,21669	0,00246	52778,10815	AppServerResponse	AppServerResponse1
4574	SIMPLES	4,64349	23,24551	0,00082	27,88982	AppServerRequest	AppServerRequest1
4574	SIMPLES	27,88982	52773,46383	0,00195	52801,35560	AppServerResponse	AppServerResponse1
4575	REGULAR	4,64444	23,24538	0,00729	27,89711	AppServerRequest	AppServerRequest1
4575	REGULAR	27,89711	52796,70388	0,03122	52824,63220	AppServerResponse	AppServerResponse1
4576	REGULAR	4,64507	23,25204	0,00761	27,90472	AppServerRequest	AppServerRequest1
4576	REGULAR	27,90472	52819,97952	0,00893	52847,89317	AppServerResponse	AppServerResponse1
4577	REGULAR	4,64523	23,25949	0,00294	27,90766	AppServerRequest	AppServerRequest1
4577	REGULAR	27,90766	52843,24500	0,00959	52871,16225	AppServerResponse	AppServerResponse1
4578	REGULAR	4,64657	23,26109	0,01069	27,91836	AppServerRequest	AppServerRequest1
4578	REGULAR	27,91836	52866,50499	0,01298	52894,43633	AppServerResponse	AppServerResponse1
4579	REGULAR	4,64716	23,27119	0,00316	27,92152	AppServerRequest	AppServerRequest1
4579	REGULAR	27,92152	52889,78600	0,00992	52917,71744	AppServerResponse	AppServerResponse1
4580	SIMPLES	4,64804	23,27348	0,00216	27,92368	AppServerRequest	AppServerRequest1
4580	SIMPLES	27,92368	52913,06724	0,00385	52940,99478	AppServerResponse	AppServerResponse1
4581	SIMPLES	4,64905	23,27463	0,00169	27,92537	AppServerRequest	AppServerRequest1
4581	SIMPLES	27,92537	52936,34403	0,00185	52964,27126	AppServerResponse	AppServerResponse1
4582	SIMPLES	4,64942	23,27595	0,00179	27,92716	AppServerRequest	AppServerRequest1
4582	SIMPLES	27,92716	52959,62005	0,00328	52987,55049	AppServerResponse	AppServerResponse1
4583	COMPLEXA	4,65006	23,27710	0,00154	27,92871	AppServerRequest	AppServerRequest1
4583	COMPLEXA	27,92871	52982,89888	0,00176	53010,82935	AppServerResponse	AppServerResponse1
4584	COMPLEXA	4,65236	23,27635	0,00273	27,93144	AppServerRequest	AppServerRequest1
4584	COMPLEXA	27,93144	53006,17425	0,00552	53034,11121	AppServerResponse	AppServerResponse1
4585	REGULAR	4,65311	23,27832	0,00575	27,93719	AppServerRequest	AppServerRequest1
4585	REGULAR	27,93719	53029,45235	0,00588	53057,39542	AppServerResponse	AppServerResponse1
4586	SIMPLES	4,65357	23,28361	0,00641	27,94360	AppServerRequest	AppServerRequest1
4586	SIMPLES	27,94360	53052,73543	0,00797	53080,68700	AppServerResponse	AppServerResponse1
4587	COMPLEXA	4,65624	23,28736	0,00957	27,95317	AppServerRequest	AppServerRequest1
4587	COMPLEXA	27,95317	53076,02119	0,01192	53103,98627	AppServerResponse	AppServerResponse1
4588	REGULAR	4,65630	23,29687	0,02133	27,97450	AppServerRequest	AppServerRequest1
4588	REGULAR	27,97450	53099,30865	0,02741	53127,31056	AppServerResponse	AppServerResponse1
4589	SIMPLES	4,65851	23,31599	0,00408	27,97858	AppServerRequest	AppServerRequest1
4589	SIMPLES	27,97858	53122,64797	0,00439	53150,63094	AppServerResponse	AppServerResponse1
4590	REGULAR	4,65933	23,31924	0,00066	27,97924	AppServerRequest	AppServerRequest1
4590	REGULAR	27,97924	53145,97095	0,00429	53173,95447	AppServerResponse	AppServerResponse1
4591	SIMPLES	4,66223	23,31701	0,00209	27,98132	AppServerRequest	AppServerRequest1
4591	SIMPLES	27,98132	53169,29016	0,00438	53197,27586	AppServerResponse	AppServerResponse1
4592	REGULAR	4,66396	23,31736	0,00385	27,98517	AppServerRequest	AppServerRequest1
4592	REGULAR	27,98517	53192,60805	0,03053	53220,62375	AppServerResponse	AppServerResponse1
4593	SIMPLES	4,66532	23,31986	0,00035	27,98552	AppServerRequest	AppServerRequest1
4593	SIMPLES	27,98552	53215,95809	0,00688	53243,95049	AppServerResponse	AppServerResponse1
4594	SIMPLES	4,66662	23,31890	0,00022	27,98574	AppServerRequest	AppServerRequest1
4594	SIMPLES	27,98574	53239,28364	0,00157	53267,27096	AppServerResponse	AppServerResponse1
4595	SIMPLES	4,66675	23,31899	0,00394	27,98968	AppServerRequest	AppServerRequest1
4595	SIMPLES	27,98968	53262,60026	0,00536	53290,59531	AppServerResponse	AppServerResponse1
4596	REGULAR	4,66885	23,32084	0,00092	27,99060	AppServerRequest	AppServerRequest1
4596	REGULAR	27,99060	53285,92554	0,00984	53313,92599	AppServerResponse	AppServerResponse1
4597	SIMPLES	4,66906	23,32155	0,00230	27,99290	AppServerRequest	AppServerRequest1
4597	SIMPLES	27,99290	53309,25463	0,00454	53337,25207	AppServerResponse	AppServerResponse1
4598	REGULAR	4,66924	23,32366	0,00188	27,99478	AppServerRequest	AppServerRequest1
4598	REGULAR	27,99478	53332,58095	0,01417	53360,58990	AppServerResponse	AppServerResponse1
4599	SIMPLES	4,67048	23,32430	0,00031	27,99510	AppServerRequest	AppServerRequest1
4599	SIMPLES	27,99510	53355,91911	0,00064	53383,91484	AppServerResponse	AppServerResponse1
4600	REGULAR	4,67120	23,32390	0,00098	27,99607	AppServerRequest	AppServerRequest1
4600	REGULAR	27,99607	53379,24267	0,01140	53407,25014	AppServerResponse	AppServerResponse1
4601	SIMPLES	4,67142	23,32465	0,00480	28,00087	AppServerRequest	AppServerRequest1
4601	SIMPLES	28,00087	53402,57393	0,00500	53430,57980	AppServerResponse	AppServerResponse1
4602	REGULAR	4,67255	23,32832	0,00889	28,00976	AppServerRequest	AppServerRequest1
4602	REGULAR	28,00976	53425,89836	0,00992	53453,91803	AppServerResponse	AppServerResponse1
4603	COMPLEXA	4,67377	23,33598	0,00217	28,01193	AppServerRequest	AppServerRequest1
4603	COMPLEXA	28,01193	53449,24209	0,00880	53477,26281	AppServerResponse	AppServerResponse1
4604	REGULAR	4,67403	23,33789	0,01348	28,02541	AppServerRequest	AppServerRequest1
4604	REGULAR	28,02541	53472,57529	0,02517	53500,62588	AppServerResponse	AppServerResponse1
4605	SIMPLES	4,67532	23,35009	0,00723	28,03265	AppServerRequest	AppServerRequest1
4605	SIMPLES	28,03265	53495,94332	0,00842	53523,98439	AppServerResponse	AppServerResponse1
4606	REGULAR	4,67670	23,35594	0,01014	28,04278	AppServerRequest	AppServerRequest1
4606	REGULAR	28,04278	53519,29755	0,01672	53547,35705	AppServerResponse	AppServerResponse1
4607	SIMPLES	4,67962	23,36316	0,00356	28,04634	AppServerRequest	AppServerRequest1
4607	SIMPLES	28,04634	53542,67388	0,00459	53570,72481	AppServerResponse	AppServerResponse1
4608	COMPLEXA	4,68044	23,36590	0,00297	28,04931	AppServerRequest	AppServerRequest1
4608	COMPLEXA	28,04931	53566,04140	0,00328	53594,09399	AppServerResponse	AppServerResponse1
4609	COMPLEXA	4,68062	23,36869	0,00077	28,05008	AppServerRequest	AppServerRequest1
4609	COMPLEXA	28,05008	53589,41261	0,00247	53617,46515	AppServerResponse	AppServerResponse1
4610	REGULAR	4,68156	23,36852	0,00151	28,05159	AppServerRequest	AppServerRequest1
4610	REGULAR	28,05159	53612,78209	0,00215	53640,83583	AppServerResponse	AppServerResponse1
4611	REGULAR	4,68194	23,36965	0,00616	28,05775	AppServerRequest	AppServerRequest1
4611	REGULAR	28,05775	53636,14774	0,00756	53664,21304	AppServerResponse	AppServerResponse1
4612	SIMPLES	4,68226	23,37549	0,00268	28,06043	AppServerRequest	AppServerRequest1
4612	SIMPLES	28,06043	53659,52810	0,00288	53687,59141	AppServerResponse	AppServerResponse1
4613	REGULAR	4,68340	23,37703	0,01072	28,07115	AppServerRequest	AppServerRequest1
4613	REGULAR	28,07115	53682,89729	0,01137	53710,97981	AppServerResponse	AppServerResponse1
4614	REGULAR	4,68383	23,38732	0,00642	28,07756	AppServerRequest	AppServerRequest1
4614	REGULAR	28,07756	53706,28957	0,01531	53734,38245	AppServerResponse	AppServerResponse1
4615	SIMPLES	4,68580	23,39177	0,00222	28,07978	AppServerRequest	AppServerRequest1
4615	SIMPLES	28,07978	53729,69443	0,00399	53757,77820	AppServerResponse	AppServerResponse1
4616	REGULAR	4,68658	23,39320	0,00045	28,08024	AppServerRequest	AppServerRequest1
4616	REGULAR	28,08024	53753,09117	0,02166	53781,19307	AppServerResponse	AppServerResponse1
4617	REGULAR	4,68711	23,39312	0,02180	28,10204	AppServerRequest	AppServerRequest1
4617	REGULAR	28,10204	53776,48415	0,03154	53804,61773	AppServerResponse	AppServerResponse1
4618	REGULAR	4,68849	23,41355	0,00347	28,10551	AppServerRequest	AppServerRequest1
4618	REGULAR	28,10551	53799,92577	0,02239	53828,05367	AppServerResponse	AppServerResponse1
4619	REGULAR	4,68856	23,41695	0,03242	28,13793	AppServerRequest	AppServerRequest1
4619	REGULAR	28,13793	53823,33269	0,03923	53851,50985	AppServerResponse	AppServerResponse1
4620	SIMPLES	4,68932	23,44861	0,00112	28,13906	AppServerRequest	AppServerRequest1
4620	SIMPLES	28,13906	53846,81940	0,00128	53874,95974	AppServerResponse	AppServerResponse1
4621	COMPLEXA	4,69002	23,44903	0,00015	28,13920	AppServerRequest	AppServerRequest1
4621	COMPLEXA	28,13920	53870,26957	0,00169	53898,41046	AppServerResponse	AppServerResponse1
4622	SIMPLES	4,69121	23,44799	0,00157	28,14077	AppServerRequest	AppServerRequest1
4622	SIMPLES	28,14077	53893,71768	0,00440	53921,86286	AppServerResponse	AppServerResponse1
4623	REGULAR	4,69207	23,44871	0,00051	28,14128	AppServerRequest	AppServerRequest1
4623	REGULAR	28,14128	53917,17028	0,03085	53945,34241	AppServerResponse	AppServerResponse1
4624	REGULAR	4,69212	23,44916	0,00025	28,14153	AppServerRequest	AppServerRequest1
4624	REGULAR	28,14153	53940,65004	0,00339	53968,79496	AppServerResponse	AppServerResponse1
4625	COMPLEXA	4,69349	23,44805	0,00451	28,14605	AppServerRequest	AppServerRequest1
4625	COMPLEXA	28,14605	53964,09696	0,00578	53992,24878	AppServerResponse	AppServerResponse1
4626	REGULAR	4,69380	23,45225	0,00735	28,15340	AppServerRequest	AppServerRequest1
4626	REGULAR	28,15340	53987,54764	0,00821	54015,70925	AppServerResponse	AppServerResponse1
4627	REGULAR	4,69410	23,45930	0,00538	28,15878	AppServerRequest	AppServerRequest1
4627	REGULAR	28,15878	54011,00977	0,01688	54039,18542	AppServerResponse	AppServerResponse1
4628	COMPLEXA	4,69423	23,46455	0,00657	28,16535	AppServerRequest	AppServerRequest1
4628	COMPLEXA	28,16535	54034,48462	0,01294	54062,66291	AppServerResponse	AppServerResponse1
4629	REGULAR	4,69592	23,46943	0,00173	28,16708	AppServerRequest	AppServerRequest1
4629	REGULAR	28,16708	54057,96526	0,01480	54086,14714	AppServerResponse	AppServerResponse1
4630	COMPLEXA	4,69645	23,47063	0,00044	28,16752	AppServerRequest	AppServerRequest1
4630	COMPLEXA	28,16752	54081,45025	0,00271	54109,62048	AppServerResponse	AppServerResponse1
4631	COMPLEXA	4,69668	23,47084	0,00446	28,17198	AppServerRequest	AppServerRequest1
4631	COMPLEXA	28,17198	54104,91935	0,00790	54133,09922	AppServerResponse	AppServerResponse1
4632	COMPLEXA	4,69712	23,47486	0,00741	28,17938	AppServerRequest	AppServerRequest1
4632	COMPLEXA	28,17938	54128,39470	0,01228	54156,58636	AppServerResponse	AppServerResponse1
4633	REGULAR	4,69806	23,48132	0,01506	28,19444	AppServerRequest	AppServerRequest1
4633	REGULAR	28,19444	54151,87324	0,02514	54180,09283	AppServerResponse	AppServerResponse1
4634	REGULAR	4,69965	23,49479	0,02131	28,21575	AppServerRequest	AppServerRequest1
4634	REGULAR	28,21575	54175,37187	0,02582	54203,61344	AppServerResponse	AppServerResponse1
4635	REGULAR	4,70012	23,51563	0,00549	28,22124	AppServerRequest	AppServerRequest1
4635	REGULAR	28,22124	54198,90783	0,01125	54227,14032	AppServerResponse	AppServerResponse1
4636	SIMPLES	4,70139	23,51985	0,00092	28,22217	AppServerRequest	AppServerRequest1
4636	SIMPLES	28,22217	54222,43800	0,00125	54250,66142	AppServerResponse	AppServerResponse1
4637	SIMPLES	4,70164	23,52053	0,00247	28,22463	AppServerRequest	AppServerRequest1
4637	SIMPLES	28,22463	54245,95731	0,00331	54274,18526	AppServerResponse	AppServerResponse1
4638	SIMPLES	4,70266	23,52198	0,00108	28,22572	AppServerRequest	AppServerRequest1
4638	SIMPLES	28,22572	54269,48151	0,00271	54297,70994	AppServerResponse	AppServerResponse1
4639	REGULAR	4,70391	23,52181	0,00198	28,22770	AppServerRequest	AppServerRequest1
4639	REGULAR	28,22770	54293,00406	0,00921	54321,24096	AppServerResponse	AppServerResponse1
4640	REGULAR	4,70395	23,52375	0,02206	28,24976	AppServerRequest	AppServerRequest1
4640	REGULAR	28,24976	54316,51495	0,02775	54344,79247	AppServerResponse	AppServerResponse1
4641	REGULAR	4,70400	23,54575	0,01609	28,26585	AppServerRequest	AppServerRequest1
4641	REGULAR	28,26585	54340,07238	0,02802	54368,36625	AppServerResponse	AppServerResponse1
4642	REGULAR	4,70602	23,55983	0,00401	28,26986	AppServerRequest	AppServerRequest1
4642	REGULAR	28,26986	54363,65622	0,01503	54391,94110	AppServerResponse	AppServerResponse1
